RID,|PROBLEM (given value || received value)|
10714,|city doesn't match: decatur || atlanta|
10715,could not match zipcode: 150-0001
10716,|state doesn't match:  || tx|
10716,|state doesn't match:  || tx|
10718,could not match zipcode: 106-0032
10719,could not match zipcode: 48149
10721,could not match zipcode: 150-0031
10722,could not match zipcode: 80797
10724,could not match zipcode: 114-0002
10725,could not match zipcode: 20457
10727,could not match zipcode: 106-0045
10728,|state doesn't match:  || tx|
10728,|state doesn't match:  || tx|
10730,could not match zipcode: 104-0061
10733,could not match zipcode: 106-0031
10734,could not match zipcode: 8006
10736,could not match zipcode: 106-0032
10737,|state doesn't match:  || oh|
10737,|state doesn't match:  || oh|
10739,could not match zipcode: 113-0034
10740,could not match zipcode: 80799
10742,could not match zipcode: 104-0061
10743,|state doesn't match:    || nj|
10743,|state doesn't match:    || nj|
10745,could not match zipcode: 530-0001
10746,|state doesn't match:  || nj|
10746,|state doesn't match:  || nj|
10748,could not match zipcode: 104-0045
10749,could not match zipcode: 21335
10751,could not match zipcode: 279-0012
10752,could not match zipcode: 21335
10753,|city doesn't match: south beach || miami beach|
10754,could not match zipcode: 150-0013
10755,|state doesn't match:    || ky|
10755,|state doesn't match:    || ky|
10757,could not match zipcode: 107-0052
10758,|state doesn't match:  || ar|
10758,|state doesn't match:  || ar|
10760,could not match zipcode: 104-0061
10761,could not match zipcode: 10623
10763,could not match zipcode: 541-0047
10764,|state doesn't match:    || oh|
10764,|state doesn't match:    || oh|
10766,could not match zipcode: 651-0096
10767,|state doesn't match:    || ky|
10767,|state doesn't match:    || ky|
10769,could not match zipcode: 541-0042
10770,could not match zipcode: 40667
10771,zipcode couldn't be parsed: T5K 2L9
10772,could not match zipcode: 530-0001
10773,could not match zipcode: 22761
10775,could not match zipcode: 530-0001
10776,could not match zipcode: 50931
10778,could not match zipcode: 556-0011
10779,could not match zipcode: 81925
10781,could not match zipcode: 530-0001
10782,could not match zipcode: 40882
10784,could not match zipcode: 530-0003
10785,could not match zipcode: 53474
10787,could not match zipcode: 153-0042
10788,could not match zipcode: 20095
10790,could not match zipcode: 104-0061
10791,could not match zipcode: 80333
10793,could not match zipcode: 141-0021
10794,could not match zipcode: 45257
10796,could not match zipcode: 541-0041
10797,could not match zipcode: 53474
10799,could not match zipcode: 108-0071
10800,could not match zipcode: 80333
10802,could not match zipcode: 150-0002
10803,|state doesn't match:  || nc|
10803,|state doesn't match:  || nc|
10805,could not match zipcode: 107-0052
10806,|state doesn't match:    || nc|
10806,|state doesn't match:    || nc|
10808,could not match zipcode: 106-0032
10811,could not match zipcode: 604-0000
10812,|state doesn't match:    || nj|
10812,|state doesn't match:    || nj|
10813,zipcode couldn't be parsed: V6B 2J2
10814,could not match zipcode: 180-0003
10815,|state doesn't match: nrw || oh|
10815,|state doesn't match: nrw || oh|
10817,could not match zipcode: 104-0061
10818,|state doesn't match: nw || oh|
10818,|state doesn't match: nw || oh|
10819,|city doesn't match: carmel || carmel by the sea|
10820,could not match zipcode: 100-6335
10821,could not match zipcode: 60318
10823,could not match zipcode: 106-0032
10826,could not match zipcode: 150-0033
10828,|city doesn't match: mimai beach || miami beach|
10829,could not match zipcode: 150-0041
10830,|state doesn't match:  || tx|
10830,|state doesn't match:  || tx|
10832,could not match zipcode: 150-0013
10833,could not match zipcode: 60329
10834,|city doesn't match: coconut grove || miami|
10835,could not match zipcode: 104-0061
10836,could not match zipcode: 60594
10838,could not match zipcode: 150-0001
10839,could not match zipcode: 60322
10841,could not match zipcode: 541-0043
10842,|state doesn't match:  || tx|
10842,|state doesn't match:  || tx|
10844,could not match zipcode: 107-0052
10845,|state doesn't match:  || tx|
10845,|state doesn't match:  || tx|
10847,could not match zipcode: 151-0051
10848,|state doesn't match:  || tx|
10848,|state doesn't match:  || tx|
10850,could not match zipcode: 106-0032
10851,could not match zipcode: 75003
10853,could not match zipcode: 160-0022
10854,could not match zipcode: 75005
10856,could not match zipcode: 150-0022
10857,could not match zipcode: 75005
10859,could not match zipcode: 106-0031
10862,could not match zipcode: 104-0061
10863,|state doesn't match:    || nc|
10863,|state doesn't match:    || nc|
10864,|city doesn't match: west hollywood || los angeles|
10865,could not match zipcode: 107-0062
10866,could not match zipcode: 93182
10868,could not match zipcode: 530-0001
10869,could not match zipcode: 20357
10871,could not match zipcode: 108-0072
10872,|state doesn't match:  || oh|
10872,|state doesn't match:  || oh|
10874,could not match zipcode: 216-0004
10875,could not match zipcode: 46459
10876,zipcode couldn't be parsed: T1L 1C8
10877,could not match zipcode: 104-0061
10878,|state doesn't match:  || oh|
10878,|state doesn't match:  || oh|
10879,zipcode couldn't be parsed: T1L 1C8
10880,could not match zipcode: 106-0032
10881,could not match zipcode: 10967
10883,could not match zipcode: 604-8004
10884,could not match zipcode: 46535
10886,could not match zipcode: 108-0072
10887,could not match zipcode: 83700
10889,could not match zipcode: 107-0052
10890,could not match zipcode: 83700
10892,could not match zipcode: 150-0013
10893,|state doesn't match:  || oh|
10893,|state doesn't match:  || oh|
10894,zipcode couldn't be parsed: EH1 3NH
10895,could not match zipcode: 106-0032
10896,could not match zipcode: 81671
10897,zipcode couldn't be parsed: E1W 3SG
10898,could not match zipcode: 107-0062
10899,could not match zipcode: 65510
10901,could not match zipcode: 106-0031
10902,could not match zipcode: 10405
10903,|city doesn't match: winnetka || cary|
10904,could not match zipcode: 220-0011
10905,could not match zipcode: 54295
10907,could not match zipcode: 107-0061
10908,could not match zipcode: 54295
10910,could not match zipcode: 140-0002
10911,could not match zipcode: 54294
10913,could not match zipcode: 140-0002
10914,|state doesn't match:  || ny|
10914,|state doesn't match:  || ny|
10916,could not match zipcode: 104-0061
10917,could not match zipcode: 60329
10919,could not match zipcode: 106-0045
10920,could not match zipcode: 60322
10921,|city doesn't match: st. peters || saint peters|
10922,could not match zipcode: 104-0061
10923,could not match zipcode: 60325
10925,could not match zipcode: 534-0025
10926,|state doesn't match:  || ny|
10926,|state doesn't match:  || ny|
10928,could not match zipcode: 106-0031
10929,|state doesn't match:  || ia|
10929,|state doesn't match:  || ia|
10930,zipcode couldn't be parsed: V6J 1M7
10931,could not match zipcode: 460-0008
10932,|state doesn't match:  || ny|
10932,|state doesn't match:  || ny|
10933,|city doesn't match: westlake village || thousand oaks|
10934,could not match zipcode: 104-0061
10936,|state doesn't match:  || nj|
10936,|state doesn't match:  || nj|
10937,could not match zipcode: 104-0061
10938,|state doesn't match:  || nj|
10938,|state doesn't match:  || nj|
10939,zipcode couldn't be parsed: EC1V 4JT
10940,could not match zipcode: 162-0825
10941,|state doesn't match:  || tx|
10941,|state doesn't match:  || tx|
10942,could not match zipcode: 07610
10943,could not match zipcode: 104-0061
10944,|state doesn't match:  || tx|
10944,|state doesn't match:  || tx|
10946,could not match zipcode: 150-0012
10949,could not match zipcode: 150-0001
10950,could not match zipcode: 82319
10951,could not match zipcode: 039797
10952,could not match zipcode: 107-0052
10954,could not match zipcode: 039797
10955,could not match zipcode: 104-0061
10956,could not match zipcode: 40474
10957,could not match zipcode: 039797
10958,could not match zipcode: 105-0004
10959,|state doesn't match:  || mn|
10959,|state doesn't match:  || mn|
10960,could not match zipcode: 039797
10961,could not match zipcode: 162-0822
10962,|state doesn't match:  || mn|
10962,|state doesn't match:  || mn|
10964,could not match zipcode: 104-0061
10965,could not match zipcode: 53111
10967,could not match zipcode: 211-0004
10968,|state doesn't match:    || il|
10968,|state doesn't match:    || il|
10970,could not match zipcode: 231-0023
10971,could not match zipcode: 81379
10973,could not match zipcode: 231-0023
10975,|city doesn't match: st. louis || saint louis|
10976,could not match zipcode: 106-0031
10977,could not match zipcode: 08860
10979,could not match zipcode: 107-0061
10980,|state doesn't match:    || nj|
10980,|state doesn't match:    || nj|
10982,could not match zipcode: 1039907
10983,could not match zipcode: 40474
10985,could not match zipcode: 104-0061
10987,zipcode couldn't be parsed: W11 3LF
10988,could not match zipcode: 106-0045
10990,zipcode couldn't be parsed: EC1M 3JB
10991,could not match zipcode: 112-0002
10994,could not match zipcode: 107-0062
10995,could not match zipcode: 92200
10997,could not match zipcode: 153-0042
10998,|state doesn't match:  || tx|
10998,|state doesn't match:  || tx|
11000,could not match zipcode: 107-0052
11001,could not match zipcode: 40477
11003,could not match zipcode: 106-0032
11004,|state doesn't match:  || ky|
11004,|state doesn't match:  || ky|
11006,could not match zipcode: 106-0045
11009,could not match zipcode: 106-0032
11010,|state doesn't match:    || id|
11010,|state doesn't match:    || id|
11012,could not match zipcode: 106-0032
11013,could not match zipcode: 28013
11015,could not match zipcode: 279-0014
11018,could not match zipcode: 1
11021,could not match zipcode: 151-8583
11022,could not match zipcode: 47877
11024,could not match zipcode: 104-0061
11025,|state doesn't match:  || ky|
11025,|state doesn't match:  || ky|
11026,could not match zipcode: 11111111
11027,could not match zipcode: 101-0062
11028,|state doesn't match:  || ny|
11028,|state doesn't match:  || ny|
11029,zipcode couldn't be parsed: W1D 3TN
11030,could not match zipcode: 106-0045
11031,could not match zipcode: 90431
11032,zipcode couldn't be parsed: W1F 9DF
11033,could not match zipcode: 107-0062
11034,could not match zipcode: 83527
11035,zipcode couldn't be parsed: BN1 1HF
11036,could not match zipcode: 106-0032
11037,|state doesn't match: hh || va|
11037,|state doesn't match: hh || va|
11038,zipcode couldn't be parsed: EC2A 3QR
11039,could not match zipcode: 105-0003
11040,could not match zipcode: 65343
11041,|state doesn't match:  || sc|
11041,|state doesn't match:  || sc|
11042,could not match zipcode: 150-0041
11043,could not match zipcode: 60327
11044,zipcode couldn't be parsed: BN2 1PL
11045,could not match zipcode: 500-8856
11046,|state doesn't match:  || mo|
11046,|state doesn't match:  || mo|
11048,could not match zipcode: 461-0023
11049,|state doesn't match:    || nc|
11049,|state doesn't match:    || nc|
11051,could not match zipcode: 106-0031
11052,could not match zipcode: 54290
11054,could not match zipcode: 106-0032
11055,no zipcode
11057,could not match zipcode: 104-0061
11058,|state doesn't match: nw || ky|
11058,|state doesn't match: nw || ky|
11060,could not match zipcode: 104-0061
11061,|state doesn't match:  || ky|
11061,|state doesn't match:  || ky|
11063,could not match zipcode: 106-0032
11064,could not match zipcode: 47053
11066,could not match zipcode: 150-0041
11069,could not match zipcode: 150-0042
11070,|state doesn't match:  || dc|
11070,|state doesn't match:  || dc|
11071,|city doesn't match: la jolla || apple valley|
11072,could not match zipcode: 150-0043
11073,could not match zipcode: 03096
11075,could not match zipcode: 150-0043
11078,could not match zipcode: 150-0043
11079,could not match zipcode: 60313
11081,could not match zipcode: 160-0021
11082,could not match zipcode: 51519
11084,could not match zipcode: 100-0005
11085,could not match zipcode: 60311
11087,could not match zipcode: 540-0035
11088,could not match zipcode: 80331
11090,could not match zipcode: 103-0027
11091,|state doesn't match: nw || ia|
11091,|state doesn't match: nw || ia|
11093,could not match zipcode: 104-0061
11094,could not match zipcode: 80331
11096,could not match zipcode: 106-0045
11097,|state doesn't match:  || nc|
11097,|state doesn't match:  || nc|
11099,could not match zipcode: 450-0002
11102,could not match zipcode: 104-0061
11104,zipcode couldn't be parsed: SW1P 4RG
11105,could not match zipcode: 103-0027
11106,could not match zipcode: 60313
11107,zipcode couldn't be parsed: SE1 9TG
11108,could not match zipcode: 150-0012
11109,|state doesn't match: nw || ky|
11109,|state doesn't match: nw || ky|
11111,could not match zipcode: 104-0061
11112,could not match zipcode: 60313
11114,could not match zipcode: 104-0061
11115,could not match zipcode: 60323
11116,|city doesn't match: st. james || saint james|
11117,could not match zipcode: 110-0005
